PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26189925","Comparative effectiveness of pharmacological interventions for nonalcoholic steatohepatitis: A systematic review and network meta-analysis","Singh S, Khera R, Allen AM, Murad MH, Loomba R.","Hepatology. 2015 Nov;62(5):1417-32. doi: 10.1002/hep.27999. Epub 2015 Oct 1.","Singh S","Hepatology","2015","2015/07/21","","","10.1002/hep.27999"
"26159375","Comparative efficacy and safety of daclatasvir/asunaprevir versus IFN-based regimens in genotype 1b hepatitis C virus infection","Signorovitch JE, Betts KA, Song Y, Sorg RA, Li J, Behl AS, Kalsekar A.","J Comp Eff Res. 2015 Nov;4(6):593-605. doi: 10.2217/cer.15.33. Epub 2015 Jul 10.","Signorovitch JE","J Comp Eff Res","2015","2015/07/11","","","10.2217/cer.15.33"
"26124700","Cost-utility analysis of certolizumab pegol versus alternative tumour necrosis factor inhibitors available for the treatment of moderate-to-severe active rheumatoid arthritis in Spain","Hidalgo-Vega Á, Villoro R, Blasco JA, Talavera P, Ferro B, Purcaru O.","Cost Eff Resour Alloc. 2015 Jun 9;13:11. doi: 10.1186/s12962-015-0037-9. eCollection 2015.","Hidalgo-Vega Á","Cost Eff Resour Alloc","2015","2015/07/01","PMC4484891","","10.1186/s12962-015-0037-9"
"29144655","Dulaglutide (Addendum to Commission A15-07)","Institute for Quality and Efficiency in Health Care.","Cologne, Germany: Institute for Quality and Efficiency in Health Care (IQWiG); 2015 Jun 25. Extract of Dossier Assessment No. A15-22.","Institute for Quality and Efficiency in Health Care","Dulaglutide (Addendum to Commission A15-07)","2015","2015/06/25","","",""
"28609085","Dasabuvir and Ombitasvir / Paritaprevir / Ritonavir (Addendum to Commissions A15-03 and A15-04)","Institute for Quality and Efficiency in Health Care.","Cologne, Germany: Institute for Quality and Efficiency in Health Care (IQWiG); 2015 Jun 25. Extract of Dossier Assessment No. A15-21.","Institute for Quality and Efficiency in Health Care","Dasabuvir and Ombitasvir / Paritaprevir / Ritonavir (Addendum to Commissions A15-03 and A15-04)","2015","2015/06/25","","",""
"26105964","Influence of point estimates and study power of bioequivalence studies on establishing bioequivalence between generics by adjusted indirect comparisons","Gwaza L, Gordon J, Potthast H, Welink J, Leufkens H, Stahl M, García-Arieta A.","Eur J Clin Pharmacol. 2015 Sep;71(9):1083-9. doi: 10.1007/s00228-015-1889-9. Epub 2015 Jun 24.","Gwaza L","Eur J Clin Pharmacol","2015","2015/06/25","","","10.1007/s00228-015-1889-9"
"26099484","Multivariate meta-analysis using individual participant data","Riley RD, Price MJ, Jackson D, Wardle M, Gueyffier F, Wang J, Staessen JA, White IR.","Res Synth Methods. 2015 Jun;6(2):157-74. doi: 10.1002/jrsm.1129. Epub 2014 Nov 21.","Riley RD","Res Synth Methods","2015","2015/06/24","PMC4847645","EMS67641","10.1002/jrsm.1129"
"26091937","Comparative Effectiveness of Pharmacological Interventions for Severe Alcoholic Hepatitis: A Systematic Review and Network Meta-analysis","Singh S, Murad MH, Chandar AK, Bongiorno CM, Singal AK, Atkinson SR, Thursz MR, Loomba R, Shah VH.","Gastroenterology. 2015 Oct;149(4):958-70.e12. doi: 10.1053/j.gastro.2015.06.006. Epub 2015 Jun 16.","Singh S","Gastroenterology","2015","2015/06/21","","","10.1053/j.gastro.2015.06.006"
"26062932","Investigation into the interchangeability of generic formulations using immunosuppressants and a broad selection of medicines","Yu Y, Teerenstra S, Neef C, Burger D, Maliepaard M.","Eur J Clin Pharmacol. 2015 Aug;71(8):979-90. doi: 10.1007/s00228-015-1878-z. Epub 2015 Jun 12.","Yu Y","Eur J Clin Pharmacol","2015","2015/06/12","PMC4500859","","10.1007/s00228-015-1878-z"
"25985265","Cost-effectiveness of lurasidone vs quetiapine extended-release (XR) in patients with bipolar depression","Rajagopalan K, Meyer K, O'Day K, Denno M, Loebel A.","J Med Econ. 2015;18(10):821-7. doi: 10.3111/13696998.2015.1052462. Epub 2015 Jul 27.","Rajagopalan K","J Med Econ","2015","2015/05/19","","","10.3111/13696998.2015.1052462"
"25961824","Comparison of glucose lowering effect of metformin and acarbose in type 2 diabetes mellitus: a meta-analysis","Gu S, Shi J, Tang Z, Sawhney M, Hu H, Shi L, Fonseca V, Dong H.","PLoS One. 2015 May 11;10(5):e0126704. doi: 10.1371/journal.pone.0126704. eCollection 2015.","Gu S","PLoS One","2015","2015/05/12","PMC4427275","","10.1371/journal.pone.0126704"
"25926144","Methods and characteristics of published network meta-analyses using individual patient data: protocol for a scoping review","Veroniki AA, Soobiah C, Tricco AC, Elliott MJ, Straus SE.","BMJ Open. 2015 Apr 29;5(4):e007103. doi: 10.1136/bmjopen-2014-007103.","Veroniki AA","BMJ Open","2015","2015/05/01","PMC4420933","","10.1136/bmjopen-2014-007103"
"25924975","Incorporation of individual-patient data in network meta-analysis for multiple continuous endpoints, with application to diabetes treatment","Hong H, Fu H, Price KL, Carlin BP.","Stat Med. 2015 Sep 10;34(20):2794-819. doi: 10.1002/sim.6519. Epub 2015 Apr 30.","Hong H","Stat Med","2015","2015/05/01","","","10.1002/sim.6519"
"25906420","Dabrafenib for Treating Unresectable, Advanced or Metastatic BRAF V600 Mutation-Positive Melanoma: An Evidence Review Group Perspective","Fleeman N, Bagust A, Beale S, Boland A, Dickson R, Dwan K, Richardson M, Dundar Y, Davis H, Banks L.","Pharmacoeconomics. 2015 Sep;33(9):893-904. doi: 10.1007/s40273-015-0276-9.","Fleeman N","Pharmacoeconomics","2015","2015/04/24","","","10.1007/s40273-015-0276-9"
"25887646","Network meta-analysis combining individual patient and aggregate data from a mixture of study designs with an application to pulmonary arterial hypertension","Thom HH, Capkun G, Cerulli A, Nixon RM, Howard LS.","BMC Med Res Methodol. 2015 Apr 12;15:34. doi: 10.1186/s12874-015-0007-0.","Thom HH","BMC Med Res Methodol","2015","2015/04/19","PMC4403724","","10.1186/s12874-015-0007-0"
"25817087","Indirect comparison for Anti-TNF drugs in moderate to severe ulcerative colitis","Galván-Banqueri M, Vega-Coca MD, Castillo-Muñoz MA, Beltrán Calvo C, Molina López T.","Farm Hosp. 2015 Mar 1;39(2):80-91. doi: 10.7399/fh.2015.39.2.8218.","Galván-Banqueri M","Farm Hosp","2015","2015/03/31","","","10.7399/fh.2015.39.2.8218"
"25795232","Simulation and matching-based approaches for indirect comparison of treatments","Ishak KJ, Proskorovsky I, Benedict A.","Pharmacoeconomics. 2015 Jun;33(6):537-49. doi: 10.1007/s40273-015-0271-1.","Ishak KJ","Pharmacoeconomics","2015","2015/03/22","","","10.1007/s40273-015-0271-1"
"25773559","Critical appraisal of network meta-analyses evaluating the efficacy and safety of new oral anticoagulants in atrial fibrillation stroke prevention trials","Cope S, Clemens A, Hammès F, Noack H, Jansen JP.","Value Health. 2015 Mar;18(2):234-49. doi: 10.1016/j.jval.2014.10.012. Epub 2015 Jan 28.","Cope S","Value Health","2015","2015/03/17","","","10.1016/j.jval.2014.10.012"
"25624763","Efficacy comparison of duloxetine and SSRIs at doses approved in Japan","Harada E, Schacht A, Koyama T, Marangell LB, Tsuji T, Escobar R.","Neuropsychiatr Dis Treat. 2015 Jan 12;11:115-23. doi: 10.2147/NDT.S72642. eCollection 2015.","Harada E","Neuropsychiatr Dis Treat","2015","2015/01/28","PMC4296960","","10.2147/NDT.S72642"
"25585376","Network meta-analysis for evidence synthesis: what is it and why is it posed to dominate cardiovascular decision making?","Biondi-Zoccai G, Abbate A, Benedetto U, Palmerini T, D'Ascenzo F, Frati G.","Int J Cardiol. 2015 Mar 1;182:309-14. doi: 10.1016/j.ijcard.2015.01.023. Epub 2015 Jan 7.","Biondi-Zoccai G","Int J Cardiol","2015","2015/01/14","","","10.1016/j.ijcard.2015.01.023"
"25565891","Incorporating alternative design clinical trials in network meta-analyses","Thorlund K, Druyts E, Toor K, Jansen JP, Mills EJ.","Clin Epidemiol. 2014 Dec 23;7:29-35. doi: 10.2147/CLEP.S70853. eCollection 2015.","Thorlund K","Clin Epidemiol","2014","2015/01/08","PMC4278731","","10.2147/CLEP.S70853"
"25559771","Relative efficacy and safety of simeprevir and telaprevir in treatment-naïve hepatitis C-infected patients in a Japanese population: A Bayesian network meta-analysis","Quigley JM, Bryden PA, Scott DA, Kuwabara H, Cerri K.","Hepatol Res. 2015 Oct;45(10):E89-98. doi: 10.1111/hepr.12467. Epub 2015 Mar 3.","Quigley JM","Hepatol Res","2015","2015/01/07","","","10.1111/hepr.12467"
"25555272","Safety of short-term dual antiplatelet therapy after drug-eluting stents: An updated meta-analysis with direct and adjusted indirect comparison of randomized control trials","Bulluck H, Kwok CS, Ryding AD, Loke YK.","Int J Cardiol. 2015 Feb 15;181:331-9. doi: 10.1016/j.ijcard.2014.12.037. Epub 2014 Dec 13.","Bulluck H","Int J Cardiol","2015","2015/01/03","","","10.1016/j.ijcard.2014.12.037"
"26962372","Failure Rate of Direct High-Viscosity Glass-Ionomer Versus Hybrid Resin Composite Restorations in Posterior Permanent Teeth - a Systematic Review","Mickenautsch S, Yengopal V.","Open Dent J. 2015 Dec 22;9:438-48. doi: 10.2174/1874210601509010438. eCollection 2015.","Mickenautsch S","Open Dent J","2015","2016/03/11","PMC4768657","","10.2174/1874210601509010438"
"25534216","The efficacy and safety of different anticoagulants on patients with severe sepsis and derangement of coagulation: a protocol for network meta-analysis of randomised controlled trials","Jiang L, Jiang S, Feng X, Ma Y, Zhang M.","BMJ Open. 2014 Dec 22;4(12):e006770. doi: 10.1136/bmjopen-2014-006770.","Jiang L","BMJ Open","2014","2014/12/24","PMC4275679","","10.1136/bmjopen-2014-006770"
"25533141","Comparative efficiency research (COMER): meta-analysis of cost-effectiveness studies","Crespo C, Monleon A, Díaz W, Ríos M.","BMC Med Res Methodol. 2014 Dec 22;14:139. doi: 10.1186/1471-2288-14-139.","Crespo C","BMC Med Res Methodol","2014","2014/12/24","PMC4292992","","10.1186/1471-2288-14-139"
"25530283","Overview review: Comparative efficacy of oral ibuprofen and paracetamol (acetaminophen) across acute and chronic pain conditions","Moore RA, Derry S, Wiffen PJ, Straube S, Aldington DJ.","Eur J Pain. 2015 Oct;19(9):1213-23. doi: 10.1002/ejp.649. Epub 2014 Dec 22.","Moore RA","Eur J Pain","2015","2014/12/23","","","10.1002/ejp.649"
"25491892","Survival benefit and additional value of preoperative chemoradiotherapy in resectable gastric and gastro-oesophageal junction cancer: a direct and adjusted indirect comparison meta-analysis","Kumagai K, Rouvelas I, Tsai JA, Mariosa D, Lind PA, Lindblad M, Ye W, Lundell L, Schuhmacher C, Mauer M, Burmeister BH, Thomas JM, Stahl M, Nilsson M.","Eur J Surg Oncol. 2015 Mar;41(3):282-94. doi: 10.1016/j.ejso.2014.11.039. Epub 2014 Nov 27.","Kumagai K","Eur J Surg Oncol","2015","2014/12/11","","","10.1016/j.ejso.2014.11.039"
"25475365","Using individual patient data to adjust for indirectness did not successfully remove the bias in this case of comparative test accuracy","Wang J, Bossuyt P, Geskus R, Zwinderman A, Dolleman M, Broer S, Broekmans F, Mol BW, Leeflang M; IMPORT Study Group.","J Clin Epidemiol. 2015 Mar;68(3):290-8. doi: 10.1016/j.jclinepi.2014.10.005. Epub 2014 Dec 2.","Wang J","J Clin Epidemiol","2015","2014/12/06","","","10.1016/j.jclinepi.2014.10.005"
"25445467","Randomized controlled trials in relapsed/refractory chronic lymphocytic leukemia: a systematic review and meta-analysis","Police RL, Trask PC, Wang J, Olivares R, Khan S, Abbe A, Colosia A, Njue A, Sherrill B, Ruiz-Soto R, Kaye JA, Hamadani M.","Clin Lymphoma Myeloma Leuk. 2015 Apr;15(4):199-207. doi: 10.1016/j.clml.2014.09.008. Epub 2014 Oct 2.","Police RL","Clin Lymphoma Myeloma Leuk","2015","2014/12/03","","","10.1016/j.clml.2014.09.008"
"25438722","Comparison of the cost-effectiveness of new oral anticoagulants for the prevention of stroke and systemic embolism in atrial fibrillation in a UK setting","Zheng Y, Sorensen SV, Gonschior AK, Noack H, Heinrich-Nols J, Sunderland T, Kansal AR.","Clin Ther. 2014 Dec 1;36(12):2015-2028.e2. doi: 10.1016/j.clinthera.2014.09.015. Epub 2014 Oct 23.","Zheng Y","Clin Ther","2014","2014/12/03","","","10.1016/j.clinthera.2014.09.015"
"25414048","No evidence of disease activity: indirect comparisons of oral therapies for the treatment of relapsing-remitting multiple sclerosis","Nixon R, Bergvall N, Tomic D, Sfikas N, Cutter G, Giovannoni G.","Adv Ther. 2014 Nov;31(11):1134-54. doi: 10.1007/s12325-014-0167-z. Epub 2014 Nov 21.","Nixon R","Adv Ther","2014","2014/11/22","PMC4245493","","10.1007/s12325-014-0167-z"
"25387478","Comparative evaluation of group-based mindfulness-based stress reduction and cognitive behavioral therapy for the treatment and management of chronic pain disorders: protocol for a systematic review and meta-analysis with indirect comparisons","Hatchard T, Lepage C, Hutton B, Skidmore B, Poulin PA.","Syst Rev. 2014 Nov 10;3:134. doi: 10.1186/2046-4053-3-134.","Hatchard T","Syst Rev","2014","2014/11/13","PMC4230908","","10.1186/2046-4053-3-134"
"25361361","A systematic review and adjusted indirect comparison of oral anticoagulants","Cui J, Wu B, Liu C, Li Z.","Orthopedics. 2014 Nov;37(11):763-71. doi: 10.3928/01477447-20141023-07.","Cui J","Orthopedics","2014","2014/11/01","","","10.3928/01477447-20141023-07"
"27202690","Cost Minimization Analysis Of Clinical Option Scenarios For Metformin And Acarbose In Treatment Of Type 2 Diabetes: Based On Direct And Indirect Treatment Comparison Results","Gu S, Xu X, Shi L, Sawhney M, Hu H, Dong H.","Value Health. 2014 Nov;17(7):A745. doi: 10.1016/j.jval.2014.08.165. Epub 2014 Oct 26.","Gu S","Value Health","2014","2016/05/21","","","10.1016/j.jval.2014.08.165"
"27202160","Comparison of Mean Overall Survival (OS) and Radiographic Progression Free Survival (RPFS) Based on Matching Adjusted Indirect Comparison of Abiraterone Acetate and Enzalutamide for the Treatment of Castration-Resistant Prostate Cancer in Chemotherapy Naïve Patients","Dearden L, Majer I, Heeg B, Liwing J, Sandstrom K, Diels J.","Value Health. 2014 Nov;17(7):A616. doi: 10.1016/j.jval.2014.08.2170. Epub 2014 Oct 26.","Dearden L","Value Health","2014","2016/05/21","","","10.1016/j.jval.2014.08.2170"
"27202157","An Indirect Treatment Comparison of Cabozantinib Verse Vandetanib in Progressive Medullary Thyroid Cancer (MTC)","Rinciog C, Myrén KJ, Aldén M, Diamantopoulos A, LeReun C.","Value Health. 2014 Nov;17(7):A616-7. doi: 10.1016/j.jval.2014.08.2173. Epub 2014 Oct 26.","Rinciog C","Value Health","2014","2016/05/21","","","10.1016/j.jval.2014.08.2173"
"27202151","Comparative Effectiveness of Treatments for Relapsed or Refractory Mantle Cell Lymphoma (R/R MCL), Using Matching Adjusted Indirect Comparison","Tongbram V, Sengupta N, Gaudig M, Sidhu M, Exuzides A, Colby C, Sanden SV, McGovern A.","Value Health. 2014 Nov;17(7):A614-5. doi: 10.1016/j.jval.2014.08.2163. Epub 2014 Oct 26.","Tongbram V","Value Health","2014","2016/05/21","","","10.1016/j.jval.2014.08.2163"
"27201950","Methodological Assessment of Matching-Adjusted Indirect Comparisons: Case Study Application To Attention Deficit/Hyperactivity Disorder (Adhd)","Shafrin J, Sikirica V, Shrestha A, Henkhaus LE, Erder MH, Chandra A.","Value Health. 2014 Nov;17(7):A579. doi: 10.1016/j.jval.2014.08.1959. Epub 2014 Oct 26.","Shafrin J","Value Health","2014","2016/05/21","","","10.1016/j.jval.2014.08.1959"
"25356603","One-year and long-term molecular response to nilotinib and dasatinib for newly diagnosed chronic myeloid leukemia: a matching-adjusted indirect comparison","Signorovitch JE, Betts KA, Reichmann WM, Thomason D, Galebach P, Wu EQ, Chen L, DeAngelo DJ.","Curr Med Res Opin. 2015 Feb;31(2):315-22. doi: 10.1185/03007995.2014.977992. Epub 2014 Nov 7.","Signorovitch JE","Curr Med Res Opin","2015","2014/10/31","","","10.1185/03007995.2014.977992"
"25332702","Indirect comparison of lixisenatide versus neutral protamine Hagedorn insulin as add-on to metformin and sulphonylurea in patients with type 2 diabetes mellitus","Fournier M, Germe M, Theobald K, Scholz GH, Lehmacher W.","Ger Med Sci. 2014 Oct 16;12:Doc14. doi: 10.3205/000199. eCollection 2014.","Fournier M","Ger Med Sci","2014","2014/10/22","PMC4202665","","10.3205/000199"
"25276624","Multiple treatment and indirect treatment comparisons: An overview of network meta-analysis","Bhatnagar N, Lakshmi PV, Jeyashree K.","Perspect Clin Res. 2014 Oct;5(4):154-8. doi: 10.4103/2229-3485.140550.","Bhatnagar N","Perspect Clin Res","2014","2014/10/03","PMC4170532","","10.4103/2229-3485.140550"
"25263803","Comparative efficacy of pharmacologic interventions in preventing relapse of Crohn's disease after surgery: a systematic review and network meta-analysis","Singh S, Garg SK, Pardi DS, Wang Z, Murad MH, Loftus EV Jr.","Gastroenterology. 2015 Jan;148(1):64-76.e2; quiz e14. doi: 10.1053/j.gastro.2014.09.031. Epub 2014 Sep 26.","Singh S","Gastroenterology","2015","2014/09/30","PMC4274207","NIHMS631440","10.1053/j.gastro.2014.09.031"
"25177813","[Cost-effectiveness of apixaban compared to other new oral anticoagulants in patients with non-valvular atrial fibrillation]","Rudakova AV, Tatarskiĭ BA.","Kardiologiia. 2014;54(7):43-52. doi: 10.18565/cardio.2014.7.43-52.","Rudakova AV","Kardiologiia","2014","2014/09/02","","","10.18565/cardio.2014.7.43-52"
"25275206","Core Needle and Open Surgical Biopsy for Diagnosis of Breast Lesions: An Update to the 2009 Report","Dahabreh IJ, Wieland LS, Adam GP, Halladay C, Lau J, Trikalinos TA.","Rockville (MD): Agency for Healthcare Research and Quality (US); 2014 Sep. Report No.: 14-EHC040-EF.","Dahabreh IJ","Core Needle and Open Surgical Biopsy for Diagnosis of Breast Lesions: An Update to the 2009 Report","2014","2014/09/01","","",""
"25114521","Once-daily long-acting beta-agonists for chronic obstructive pulmonary disease: an indirect comparison of olodaterol and indacaterol","Roskell NS, Anzueto A, Hamilton A, Disse B, Becker K.","Int J Chron Obstruct Pulmon Dis. 2014 Jul 31;9:813-24. doi: 10.2147/COPD.S59673. eCollection 2014.","Roskell NS","Int J Chron Obstruct Pulmon Dis","2014","2014/08/13","PMC4124050","","10.2147/COPD.S59673"
"25074856","Clinical efficacy of fidaxomicin compared with vancomycin and metronidazole in Clostridium difficile infections: a meta-analysis and indirect treatment comparison","Cornely OA, Nathwani D, Ivanescu C, Odufowora-Sita O, Retsa P, Odeyemi IA.","J Antimicrob Chemother. 2014 Nov;69(11):2892-900. doi: 10.1093/jac/dku261. Epub 2014 Jul 28.","Cornely OA","J Antimicrob Chemother","2014","2014/07/31","","","10.1093/jac/dku261"
"25056161","Dabigatran, rivaroxaban and apixaban for extended venous thromboembolism treatment: network meta-analysis","Alotaibi G, Alsaleh K, Wu C, Mcmurtry MS.","Int Angiol. 2014 Aug;33(4):301-8.","Alotaibi G","Int Angiol","2014","2014/07/25","","",""
"25054058","Indirect comparisons of efficacy and safety between seven newer targeted agents for metastatic renal cell carcinoma: A network meta-analysis of randomised clinical trials","Leung HW, Chan AL, Lin SJ.","Mol Clin Oncol. 2014 Sep;2(5):858-864. doi: 10.3892/mco.2014.323. Epub 2014 Jun 23.","Leung HW","Mol Clin Oncol","2014","2014/07/24","PMC4106731","","10.3892/mco.2014.323"
"24987832","Adjusted indirect treatment comparison of the bioavailability of WHO-prequalified first-line generic antituberculosis medicines","Gwaza L, Gordon J, Welink J, Potthast H, Leufkens H, Stahl M, García-Arieta A.","Clin Pharmacol Ther. 2014 Nov;96(5):580-8. doi: 10.1038/clpt.2014.144. Epub 2014 Jul 2.","Gwaza L","Clin Pharmacol Ther","2014","2014/07/03","","","10.1038/clpt.2014.144"
"24972449","Chemotherapy regimens for advanced pancreatic cancer: a systematic review and network meta-analysis","Gresham GK, Wells GA, Gill S, Cameron C, Jonker DJ.","BMC Cancer. 2014 Jun 27;14:471. doi: 10.1186/1471-2407-14-471.","Gresham GK","BMC Cancer","2014","2014/06/29","PMC4097092","","10.1186/1471-2407-14-471"
"24969003","Bazedoxifene versus oral bisphosphonates for the prevention of nonvertebral fractures in postmenopausal women with osteoporosis at higher risk of fracture: a network meta-analysis","Ellis AG, Reginster JY, Luo X, Cappelleri JC, Chines A, Sutradhar S, Jansen JP.","Value Health. 2014 Jun;17(4):424-32. doi: 10.1016/j.jval.2014.01.008. Epub 2014 May 5.","Ellis AG","Value Health","2014","2014/06/28","PMC5583519","NIHMS897299","10.1016/j.jval.2014.01.008"
"24969002","Searching for indirect evidence and extending the network of studies for network meta-analysis: case study in venous thromboembolic events prevention following elective total knee replacement surgery","Dequen P, Sutton AJ, Scott DA, Abrams KR.","Value Health. 2014 Jun;17(4):416-23. doi: 10.1016/j.jval.2014.02.013. Epub 2014 May 5.","Dequen P","Value Health","2014","2014/06/28","","","10.1016/j.jval.2014.02.013"
"24967519","Medication effectiveness with the use of tumor necrosis factor inhibitors among Texas Medicaid patients diagnosed with rheumatoid arthritis","Oladapo A, Barner JC, Lawson KA, Novak S, Rascati KL, Richards KM, Harrison DJ.","J Manag Care Spec Pharm. 2014 Jul;20(7):657-67. doi: 10.18553/jmcp.2014.20.7.657.","Oladapo A","J Manag Care Spec Pharm","2014","2014/06/27","","","10.18553/jmcp.2014.20.7.657"
"24909191","Uterine-sparing minimally invasive interventions in women with uterine fibroids: a systematic review and indirect treatment comparison meta-analysis","Panagiotopoulou N, Nethra S, Karavolos S, Ahmad G, Karabis A, Burls A.","Acta Obstet Gynecol Scand. 2014 Sep;93(9):858-67. doi: 10.1111/aogs.12441. Epub 2014 Jul 23.","Panagiotopoulou N","Acta Obstet Gynecol Scand","2014","2014/06/10","","","10.1111/aogs.12441"
"24895141","Preservative-free latanoprost eye drops in patients with primary open-angle glaucoma/ocular hypertension","Sanford M.","Clin Drug Investig. 2014 Jul;34(7):521-8. doi: 10.1007/s40261-014-0203-4.","Sanford M","Clin Drug Investig","2014","2014/06/05","","","10.1007/s40261-014-0203-4"
"24887172","Investigation of continuous effect modifiers in a meta-analysis on higher versus lower PEEP in patients requiring mechanical ventilation--protocol of the ICEM study","Kasenda B, Sauerbrei W, Royston P, Briel M.","Syst Rev. 2014 May 20;3:46. doi: 10.1186/2046-4053-3-46.","Kasenda B","Syst Rev","2014","2014/06/03","PMC4035853","","10.1186/2046-4053-3-46"
"24869718","Risk of serious opportunistic infections after solid organ transplantation: interleukin-2 receptor antagonists versus polyclonal antibodies. A meta-analysis","Kalil AC, Florescu MC, Grant W, Miles C, Morris M, Stevens RB, Langnas AN, Florescu DF.","Expert Rev Anti Infect Ther. 2014 Jul;12(7):881-96. doi: 10.1586/14787210.2014.917046. Epub 2014 May 29.","Kalil AC","Expert Rev Anti Infect Ther","2014","2014/05/30","","","10.1586/14787210.2014.917046"
"24824144","Incidence of Severe Nephrotoxicity With Cisplatin Based on Renal Function Eligibility Criteria: Indirect Comparison Meta-analysis","Dahal A, Bellows BK, Sonpavde G, Tantravahi SK, Choueiri TK, Galsky MD, Agarwal N.","Am J Clin Oncol. 2016 Oct;39(5):497-506. doi: 10.1097/COC.0000000000000081.","Dahal A","Am J Clin Oncol","2016","2014/05/15","","","10.1097/COC.0000000000000081"
"24796656","[Basic concepts for network meta-analysis]","Catalá-López F, Tobías A, Roqué M.","Aten Primaria. 2014 Dec;46(10):573-81. doi: 10.1016/j.aprim.2014.01.006. Epub 2014 May 5.","Catalá-López F","Aten Primaria","2014","2014/05/07","PMC6985611","","10.1016/j.aprim.2014.01.006"
"24773456","Indirect comparison of bazedoxifene vs oral bisphosphonates for the prevention of vertebral fractures in postmenopausal osteoporotic women","Ellis AG, Reginster JY, Luo X, Bushmakin AG, Williams R, Sutradhar S, Mirkin S, Jansen JP.","Curr Med Res Opin. 2014 Aug;30(8):1617-26. doi: 10.1185/03007995.2014.908279. Epub 2014 May 2.","Ellis AG","Curr Med Res Opin","2014","2014/04/30","","","10.1185/03007995.2014.908279"
"24713109","Indirect treatment comparison of new oral anticoagulants for the treatment of acute venous thromboembolism","Kang N, Sobieraj DM.","Thromb Res. 2014 Jun;133(6):1145-51. doi: 10.1016/j.thromres.2014.03.035. Epub 2014 Mar 24.","Kang N","Thromb Res","2014","2014/04/10","","","10.1016/j.thromres.2014.03.035"
"24691560","Network meta-analysis for comparing treatment effects of multiple interventions: an introduction","Catalá-López F, Tobías A, Cameron C, Moher D, Hutton B.","Rheumatol Int. 2014 Nov;34(11):1489-96. doi: 10.1007/s00296-014-2994-2. Epub 2014 Apr 2.","Catalá-López F","Rheumatol Int","2014","2014/04/03","","","10.1007/s00296-014-2994-2"
"24671099","The quality of reporting methods and results in network meta-analyses: an overview of reviews and suggestions for improvement","Hutton B, Salanti G, Chaimani A, Caldwell DM, Schmid C, Thorlund K, Mills E, Catalá-López F, Turner L, Altman DG, Moher D.","PLoS One. 2014 Mar 26;9(3):e92508. doi: 10.1371/journal.pone.0092508. eCollection 2014.","Hutton B","PLoS One","2014","2014/03/28","PMC3966807","","10.1371/journal.pone.0092508"
"24659260","Dyspnea and reversibility profile of P2Y₁₂ antagonists: systematic review of new antiplatelet drugs","Caldeira D, Pinto FJ, Ferreira JJ.","Am J Cardiovasc Drugs. 2014 Aug;14(4):303-11. doi: 10.1007/s40256-014-0071-6.","Caldeira D","Am J Cardiovasc Drugs","2014","2014/03/25","","","10.1007/s40256-014-0071-6"
"24653837","Clinical and Contrast-Enhanced Ultrasound Echography Outcomes in Psoriatic Arthritis Patients after One Year of Continuous Therapy with Anti-TNF Drugs","Bonifati C, Elia F, Graceffa D, Ceralli F, Maiani E, De Mutiis C, Solivetti FM.","ISRN Dermatol. 2014 Feb 6;2014:932721. doi: 10.1155/2014/932721. eCollection 2014.","Bonifati C","ISRN Dermatol","2014","2014/03/22","PMC3933554","","10.1155/2014/932721"
"24643323","Cost-effectiveness analyses in multiple sclerosis: a review of modelling approaches","Guo S, Pelligra C, Saint-Laurent Thibault C, Hernandez L, Kansal A.","Pharmacoeconomics. 2014 Jun;32(6):559-72. doi: 10.1007/s40273-014-0150-1.","Guo S","Pharmacoeconomics","2014","2014/03/20","","","10.1007/s40273-014-0150-1"
"24640991","Analgesic efficacy of opioids in chronic pain: recent meta-analyses","Reinecke H, Weber C, Lange K, Simon M, Stein C, Sorgatz H.","Br J Pharmacol. 2015 Jan;172(2):324-33. doi: 10.1111/bph.12634. Epub 2014 Jul 1.","Reinecke H","Br J Pharmacol","2015","2014/03/20","PMC4292950","","10.1111/bph.12634"
"24636374","Indirect treatment comparison/network meta-analysis study questionnaire to assess relevance and credibility to inform health care decision making: an ISPOR-AMCP-NPC Good Practice Task Force report","Jansen JP, Trikalinos T, Cappelleri JC, Daw J, Andes S, Eldessouki R, Salanti G.","Value Health. 2014 Mar;17(2):157-73. doi: 10.1016/j.jval.2014.01.004.","Jansen JP","Value Health","2014","2014/03/19","","","10.1016/j.jval.2014.01.004"
"24627974","Systematic evidence synthesis of treatments for ADHD in children and adolescents: indirect treatment comparisons of lisdexamfetamine with methylphenidate and atomoxetine","Roskell NS, Setyawan J, Zimovetz EA, Hodgkins P.","Curr Med Res Opin. 2014 Aug;30(8):1673-85. doi: 10.1185/03007995.2014.904772. Epub 2014 Apr 15.","Roskell NS","Curr Med Res Opin","2014","2014/03/18","","","10.1185/03007995.2014.904772"
"24617578","Comparative coronary risks of apixaban, rivaroxaban and dabigatran: a meta-analysis and adjusted indirect comparison","Loke YK, Pradhan S, Yeong JK, Kwok CS.","Br J Clin Pharmacol. 2014 Oct;78(4):707-17. doi: 10.1111/bcp.12376.","Loke YK","Br J Clin Pharmacol","2014","2014/03/13","PMC4239965","","10.1111/bcp.12376"
