key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-804153297,Effectiveness of crizotinib versus entrectinib in ROS1-positive non-small-cell lung cancer using clinical and real-world data.,2022,3,2,"Future oncology (London, England)",1744-8301 (Electronic),,,,Tremblay G and Groff M and Iadeluca L and Daniele P and Wilner K and Wiltshire R and Bartolome L and Usari T and Cappelleri JC and Camidge DR,https://pubmed.ncbi.nlm.nih.gov/35232230/,eng,,England,"Aims: To compare clinical trial results for crizotinib and entrectinib in ROS1-positive non-small-cell lung cancer and compare clinical trial data and real-world outcomes for crizotinib. Patients & methods: We analyzed four phase I-II studies using a simulated treatment comparison (STC). A STC of clinical trial versus real-world evidence compared crizotinib clinical data to real-world outcomes. Results: Adjusted STC found nonsignificant trends favoring crizotinib over entrectinib: objective response rate, risk ratio = 1.04 (95% CI: 0.85-1.28); median duration of response, mean difference = 16.11 months (95% CI: -1.57- 33.69); median progression-free survival, mean difference = 3.99 months (95% CI: -6.27-14.25); 12-month overall survival, risk ratio = 1.01 (95% CI: 0.90-1.12). Nonsignificant differences were observed between the trial end point values and the real-world evidence for crizotinib. Conclusions: Crizotinib and entrectinib have comparable efficacy in ROS1-positive non-small-cell lung cancer.","RAYYAN-INCLUSION: {""Max""=>""Included""}",35232230,
rayyan-804153299,Systematic review and pooled analysis of survival outcomes in patients with relapsed or refractory B-cell acute lymphoblastic leukaemia who have undergone haematopoietic stem cell transplant.,2022,2,,European review for medical and pharmacological sciences,2284-0729 (Electronic),26,3,975-995,Russell-Smith TA and Chadda S and LeReun C and Bajko P and Doogan E,https://pubmed.ncbi.nlm.nih.gov/35179764/,eng,,Italy,"OBJECTIVE: Information about the long-term survival impact of hematopoietic stem cell transplant (HSCT) in adults with relapsed/refractory B-cell acute lymphoblastic leukaemia is limited. The objective was to conduct a systematic review identifying studies reporting survival in HSCT-receiving patients and apply parametric analyses to predict long-term survival. MATERIALS AND METHODS: Twenty-five relevant studies were identified. Analyses were conducted in 10 studies (n=503; ""global"" analysis) reporting overall survival (OS) data as Kaplan-Meier curves or at patient level. Four studies (n=217; ""subgroup"" analysis) measured OS from the point of HSCT. Patient-level data were recreated from Kaplan-Meier curves and pooled, with six models tested for longer-term extrapolation. Additionally, a sensitivity analysis was undertaken involving removal of data from the oldest study cohort (recruited between 1981-1997) to determine if the year which patients received HSCT impacted survival compared to post-2009 data. RESULTS: Median OS and five-year survival probability were 11.4 months and 24.4% (95% CI, 20.5-28.5%) in the global analysis, and 12.0 months and 28.4% (95% CI, 22.1-34.9%) in the subgroup analysis. The generalised gamma and Gompertz models fit longer-term extrapolation criteria. The generalised gamma model predicted survival at 10.4% vs. 14.8% (15 years), 8.3% vs. 12.8% (20 years), and 6.9% vs. 11.4% (25 years) for the global and subgroup analysis, respectively. The Gompertz model predicted survival to plateau at 23% vs. 25.6% just before 10 years. The sensitivity analysis excluding older data found median survival increased two-fold (25.3 vs. 12 months). CONCLUSIONS: Results synthesize long-term evidence of outcomes for HSCT-receiving patients, providing a basis for treatment comparison. Risk of death is low beyond four years and newer data appears correlated with improved outcomes.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no_comparison",35179764,
rayyan-804153301,Proptosis and Diplopia Response With Teprotumumab and Placebo vs the Recommended Treatment Regimen With Intravenous Methylprednisolone in Moderate to Severe Thyroid Eye Disease: A Meta-analysis and Matching-Adjusted Indirect Comparison.,2022,2,17,JAMA ophthalmology,2168-6173 (Electronic),,,,Douglas RS and Dailey R and Subramanian PS and Barbesino G and Ugradar S and Batten R and Qadeer RA and Cameron C,https://pubmed.ncbi.nlm.nih.gov/35175308/,eng,,,"IMPORTANCE: Thyroid eye disease can be a debilitating autoimmune disorder characterized by progressive proptosis or diplopia. Teprotumumab has been compared with placebo in randomized clinical trials, but not with intravenous methylprednisolone (IVMP), which sometimes is used in clinical practice for this condition. OBJECTIVE: To conduct a matching-adjusted indirect comparison of teprotumumab vs IVMP vs placebo. DATA SOURCES: Deidentified patient-level data from teprotumumab trials and aggregate-level data from literature on the most recommended regimen of IVMP. STUDY SELECTION: PubMed and Embase were searched for randomized/observational studies using key terms and controlled vocabulary. Full texts of eligible articles were reviewed and cataloged. DATA EXTRACTION AND SYNTHESIS: Conducted by 1 reviewer (R.A.Q.) and 1 verifier (R.B.), including study characteristics, eligibility criteria, baseline characteristics, and outcomes. MAIN OUTCOMES AND MEASURES: Changes in proptosis by millimeter and diplopia response (percentage with ≥1 grade reduction) from baseline to week 12 in patients receiving IVMP and placebo, and to week 24 in patients receiving teprotumumab. RESULTS: The search identified 1019 records, and 6 through manual searches, alerts, and secondary references. After excluding duplicates and screening full-text records, 12 IVMP studies were included in the matching-adjusted indirect comparison (11 for proptosis change [n = 419], 4 for diplopia response [n = 125], and 2 teprotumumab [n = 79] and placebo [n = 83] comparator studies). Treatment with IVMP resulted in a proptosis difference of -0.16 mm (95% CI, -1.55 to 1.22 mm) from baseline to week 12 vs placebo. The proptosis treatment difference between IVMP and teprotumumab of -2.31 mm (95% CI, -3.45 to -1.17 mm) favored teprotumumab. Treatment with IVMP (odds ratio, 2.69; 95% CI, 0.94-7.70) was not favored over placebo in odds of diplopia response; however, teprotumumab was favored over IVMP (odds ratio, 2.32; 95% CI, 1.07-5.03). CONCLUSIONS AND RELEVANCE: This meta-analysis suggests that use of IVMP is associated with a small, typically not clinically relevant, change from baseline in proptosis vs placebo, with modest changes in diplopia. While this nonrandomized comparison suggests that use of teprotumumab, compared with IVMP, is associated with greater improvements in proptosis and may be twice as likely to have a 1 grade or higher reduction in diplopia, randomized trials comparing these 2 treatments would be warranted to determine if 1 treatment is superior to the other to a clinically relevant degree.","RAYYAN-INCLUSION: {""Max""=>""Included""} | RAYYAN-LABELS: observational | USER-NOTES: {""Max""=>[""observational""]}",35175308,PMC8855315
rayyan-804153302,Cost-Effectiveness Analysis of Axicabtagene Ciloleucel vs. Tisagenlecleucel for the Management of Relapsed/Refractory Diffuse Large B-Cell Lymphoma in Spain.,2022,1,21,Cancers,2072-6694 (Print),14,3,,Bastos-Oreiro M and de Las Heras A and Presa M and Casado MA and Pardo C and Martín-Escudero V and Sureda A,https://pubmed.ncbi.nlm.nih.gov/35158805/,eng,,,"The study aimed to assess the cost-effectiveness of axicabtagene ciloleucel (axi-cel) vs. tisagenlecleucel (tisa-cel) for the treatment of relapsed/refractory (R/R) diffuse large B-cell lymphoma (DLBCL) after ≥2 lines of systemic therapy in Spain. A lifetime partitioned survival mixture cure model, which comprises pre-progression, post-progression, and death health states, was used to estimate the accumulated costs and outcomes in terms of life years gained (LYG) and quality-adjusted life years (QALY). A matching-adjusted indirect comparison was used to reweight patient-level data from ZUMA-1, the pivotal clinical trial for axi-cel, to aggregate-level data from the pivotal tisa-cel trial, JULIET. The analysis was performed from the National Health System perspective, thus only direct costs were included. Sensitivity analyses (SA) were performed. Axi-cel yielded 2.74 incremental LYG and 2.31 additional QALY gained per patient compared to tisa-cel. Total incremental lifetime costs for axi-cel versus tisa-cel were €30,135/patient. The incremental cost-effectiveness ratio of axi-cel versus tisa-cel resulted in €10,999/LYG and the incremental cost-utility ratio in €13,049/QALY gained. SA proved robustness of the results. Considering the frequently assumed willingness-to-pay thresholds in Spain (€22,000/QALY and €60,000/QALY), axi-cel is a cost-effective treatment vs. tisa-cel for adult patients with R/R DLBCL in Spain.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-LABELS: economics,FULL_ARTICLE | RAYYAN-EXCLUSION-REASONS: other_paitc",35158805,PMC8833685
rayyan-804153304,"A Matching-Adjusted Indirect Comparison of Single-Arm Trials in Patients with Relapsed or Refractory Follicular Lymphoma Who Received at Least Two Prior Systemic Treatments: Tazemetostat was Associated with a Lower Risk for Safety Outcomes Versus the PI3-Kinase Inhibitors Idelalisib, Duvelisib, Copanlisib, and Umbralisib.",2022,2,14,Advances in therapy,1865-8652 (Electronic),,,,Proudman D and Nellesen D and Gupta D and Adib D and Yang J and Mamlouk K,https://pubmed.ncbi.nlm.nih.gov/35157216/,eng,,United States,"INTRODUCTION: Tazemetostat is an enhancer of zeste homolog 2 (EZH2) inhibitor recommended for patients with relapsed/refractory (R/R) follicular lymphoma (FL) after demonstrating single-agent, antitumor activity in patients with wild-type or mutant EZH2. The phosphoinositide 3-kinase (PI3K) inhibitors idelalisib, copanlisib, umbralisib and (formerly) duvelisib are indicated for third-line, fourth-line, and later (3L/4L+) treatment of R/R FL. The objective of this analysis was to provide an indirect treatment comparison of tazemetostat with each PI3K inhibitor for 3L/4L+ R/R FL treatment. METHODS: A systematic literature review was conducted to identify trials for idelalisib (DELTA), duvelisib (DYNAMO), copanlisib (CHRONOS-1 Part B), and umbralisib (UNITY-NHL) in 3L+ R/R FL. Matching-adjusted indirect comparisons were conducted by weighting tazemetostat individual patient data with available baseline characteristics from each comparator trial: age, Eastern Cooperative Oncology Group performance status, disease stage, histology, prior treatment lines, prior stem cell therapy, progression within 24 months, and refractory status to last therapy. Only the tazemetostat trial included patients with grade 3b or transformed FL, or recorded EZH2 mutation status. Primary safety outcomes included risk of grade ≥ 3 treatment-emergent adverse events (TEAEs); primary efficacy outcomes included objective response rate (ORR). RESULTS: Matched patients treated with tazemetostat had lower relative risk (RR) for all grouped safety outcomes, including any grade ≥ 3 TEAEs, compared with idelalisib (RR = 0.45), duvelisib (RR = 0.35), copanlisib (RR = 0.37), and umbralisib (RR = 0.65; all, p < 0.01), any serious TEAE, and any TEAE leading to dose reduction, drug discontinuation, or interruption. The ORR was not significantly different for tazemetostat versus other treatments (idelalisib 43% vs 56%, p = 0.16; duvelisib 48% vs 47%, p = 0.91; copanlisib 49% vs 61%, p = 0.11; and umbralisib 57% vs 47%, p = 0.10). CONCLUSIONS: In this statistically adjusted comparison, tazemetostat was associated with lower RR for safety outcomes versus idelalisib, duvelisib, copanlisib, and umbralisib, while achieving similar efficacy outcomes.","RAYYAN-INCLUSION: {""Max""=>""Included""}",35157216,
rayyan-804153306,"Oral Antihypertensives for Nonsevere Pregnancy Hypertension: Systematic Review, Network Meta- and Trial Sequential Analyses.",2022,3,,"Hypertension (Dallas, Tex. : 1979)",1524-4563 (Electronic),79,3,614-628,Bone JN and Sandhu A and Abalos ED and Khalil A and Singer J and Prasad S and Omar S and Vidler M and von Dadelszen P and Magee LA,https://pubmed.ncbi.nlm.nih.gov/35138877/,eng,,,"BACKGROUND: We aimed to address which antihypertensives are superior to placebo/no therapy or another antihypertensive for controlling nonsevere pregnancy hypertension and provide future sample size estimates for definitive evidence. METHODS: Randomized trials of antihypertensives for nonsevere pregnancy hypertension were identified from online electronic databases, to February 28, 2021 (registration URL: https://www.crd.york.ac.uk/PROSPERO/; unique identifier: CRD42020188725). Our outcomes were severe hypertension, proteinuria/preeclampsia, fetal/newborn death, small-for-gestational age infants, preterm birth, and admission to neonatal care. A Bayesian random-effects model generated estimates of direct and indirect treatment comparisons. Trial sequential analysis informed future trials needed. RESULTS: Of 1246 publications identified, 72 trials were included; 61 (6923 women) were informative. All commonly prescribed antihypertensives (labetalol, other β-blockers, methyldopa, calcium channel blockers, and mixed/multi-drug therapy) versus placebo/no therapy reduced the risk of severe hypertension by 30% to 70%. Labetalol decreased proteinuria/preeclampsia (odds ratio, 0.73 [95% credible interval, 0.54-0.99]) and fetal/newborn death (odds ratio, 0.54 [0.30-0.98]) compared with placebo/no therapy, and proteinuria/preeclampsia compared with methyldopa (odds ratio, 0.66 [0.44-0.99]) and calcium channel blockers (odds ratio, 0.63 [0.41-0.96]). No other differences were identified, but credible intervals were wide. Trial sequential analysis indicated that 2500 to 10 000 women/arm (severe hypertension or safety outcomes) to >15 000/arm (fetal/newborn death) would be required to provide definitive evidence. CONCLUSIONS: In summary, all commonly prescribed antihypertensives in pregnancy reduce the risk of severe hypertension, but labetalol may also decrease proteinuria/preeclampsia and fetal/newborn death. Evidence is lacking for many other safety outcomes. Prohibitive sample sizes are required for definitive evidence. Real-world data are needed to individualize care.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no_paitc",35138877,PMC8823910
rayyan-804153308,Indirect treatment comparisons: Choosing the right tool for the job.,2022,2,7,"Diabetes, obesity & metabolism",1463-1326 (Electronic),,,,Pratley RE and Gorst-Rasmussen A,https://pubmed.ncbi.nlm.nih.gov/35129275/,eng,,England,,"RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: methodological",35129275,
rayyan-804153309,A Method for Reconstructing Individual Patient Data From Kaplan-Meier Survival Curves That Incorporate Marked Censoring Times.,2022,1,,MDM policy & practice,2381-4683 (Electronic),7,1,23814683221077643,Rogula B and Lozano-Ortega G and Johnston KM,https://pubmed.ncbi.nlm.nih.gov/35128059/,eng,,,"Introduction. Access to individual patient data (IPD) can be advantageous when conducting cost-effectiveness analyses or indirect treatment comparisons. While exact times of censoring are often marked on published Kaplan-Meier (KM) curves, an algorithm for reconstructing IPD from such curves that allows for their incorporation is presently unavailable. Methods. An algorithm capable of incorporating marked censoring times was developed to reconstruct IPD from KM curves, taking as additional inputs the total patient count and coordinates of the drops in survival. The reliability of the algorithm was evaluated via a simulation exercise, in which survival curves were simulated, digitized, and then reconstructed. To assess the reliability of the reconstructed curves, hazard ratios (HRs) and quantiles of survival were compared between the original and reconstructed curves, and the reconstructed curves were visually inspected. Results. No systematic differences were found in HRs and quantiles in the original versus reconstructed curves. Upon visual inspection, the reconstructed IPD provided a close fit to the digitized data from the published KM curves. Inherent to the algorithm, censoring times were incorporated into the reconstructed data exactly as specified. Conclusion. This new algorithm can reliably be used to reconstruct IPD from reported KM survival curves in the presence of extractable censoring times. Use of the algorithm will allow health researchers to reconstruct IPD more closely by incorporating censoring times exactly as marked, requiring as additional inputs the total patient count and coordinates of the drops in survival.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong_topic",35128059,PMC8808036
rayyan-804153311,Indirect treatment comparisons of avapritinib versus midostaurin for patients with advanced systemic mastocytosis.,2022,2,4,"Future oncology (London, England)",1744-8301 (Electronic),,,,Pilkington H and Smith S and Roskell N and Iannazzo S,https://pubmed.ncbi.nlm.nih.gov/35114819/,eng,,England,"Objective: This research aimed to compare the relative efficacy of avapritinib versus midostaurin for patients with advanced systemic mastocytosis. Method: A systematic literature review was performed to identify relevant evidence. Unanchored matching-adjusted indirect comparisons were conducted for overall survival (OS), overall response rate (ORR) and complete remission (CR). Results: The systematic literature review identified the clinical trials EXPLORER and PATHFINDER (investigating avapritinib) and D2201 and A2213 (investigating midostaurin). The avapritinib versus midostaurin adjusted hazard ratio for OS was 0.44 (95% CI: 0.25-0.76), and the adjusted odds ratios for ORR and CR were 4.06 (95% CI: 3.09-5.33) and 9.56 (95% CI: 0.97-93.81), respectively. Conclusion: The results suggest that avapritinib improves survival and response (ORR and CR) compared with midostaurin.","RAYYAN-INCLUSION: {""Max""=>""Included""}",35114819,
rayyan-804153313,Effect of pretreatment with dexamethasone on the efficacy and immune-related adverse events of immunotherapy in first-line treatment for advanced non-small cell lung cancer: a network meta-analysis of randomized control trials.,2021,,,American journal of clinical and experimental immunology,2164-7712 (Print),10,4,93-102,Li Y and He F and Liu S and Zhang Y and Li L and Wang B and Lan L and Pan Z,https://pubmed.ncbi.nlm.nih.gov/35106186/,eng,,,"BACKGROUND: The pretreatment of dexamethasone on the efficacy and immune-related adverse events of immunotherapy involving programmed cell death 1/programmed cell death 1 ligand 1 (PD1/PDL1) inhibitors is an effective option for the first-line treatment of advanced non-small-cell lung cancer (NSCLC). With the immunosuppressive effect, corticosteroids may be used to reduce the efficacy of PDL1 blockade, as well as prevent overactive immune responses, thereby reducing the occurrence of immune-related adverse events (irAEs). This study quantitatively summarized the current evidence, and compared the efficacy and toxicity of therapies involving chemotherapy plus PDL1 inhibitors plus dexamethasone pretreatment (I+C+D) with chemotherapy plus PDL1 inhibitors (I+C) and therapies involving PDL1 inhibitors or chemotherapy alone (I or C). METHODS: The protocol of this study was registered with PROSPERO (CRD42021227281). By using a network meta-analysis approach, the different treatments were compared and ranked based on their effectiveness and rates of irAEs at the different grades. Risk rates were determined through direct meta-analysis and indirect treatment comparison. RESULTS: 12 randomized clinical trials were included with a total of 7155 NSCLC patients. Network meta-analysis generated 15 comparisons. The combination treatment of I+C+D showed a longer progression-free survival and overall survival, while I+C was less toxic, and the toxicity of I+C+D or that of I+C had been significantly decreased, compared to that of monotherapy with either drug. According to the ranking analysis, I+C+D is consistently proved to be the most effective therapeutic strategy, while I+C is linked to the lowest rate of irAEs, with the rate of grade value of ≥3 irAEs. CONCLUSION: The combination treatment of I+C+D is the most effective approach for the first-line treatment of NSCLC patients treated with I+C, I, or C.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no_paitc",35106186,PMC8784760
rayyan-804153314,Non-optimal methodology questions indirect treatment comparison of dupilumab vs. other biologics in severe asthma.,2022,1,,Respiratory medicine,1532-3064 (Electronic),191,,105999,Bourdin A and Molinari N,https://pubmed.ncbi.nlm.nih.gov/35090692/,eng,,England,,"RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not_original_article",35090692,
rayyan-804153316,"Response to the correspondence: ""Non-optimal methodology questions indirect treatment comparison of dupilumab vs other biologics in severe asthma"".",2022,1,,Respiratory medicine,1532-3064 (Electronic),191,,106088,Bateman ED and Khan AH and Xu Y and Guyot P and Chao J and Kamat S and Rowe P and Burnett H and Msihid J and Weinreich D and Pavord ID,https://pubmed.ncbi.nlm.nih.gov/35090691/,eng,,England,,"RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not_original_article",35090691,
rayyan-804153317,Comment on: Pairwise indirect treatment comparison of dupilumab versus other biologics in patients with uncontrolled persistent asthma [Respir Med 2020].,2022,1,,Respiratory medicine,1532-3064 (Electronic),191,,106065,Martin N and Papi A and Bratton DJ and Chan R and Howarth PH and Abbott CB and Keene ON and Bel EH,https://pubmed.ncbi.nlm.nih.gov/35090690/,eng,,England,,"RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not_original_article",35090690,
