doi	section	ITC num	Ind studies num	questions	decision	PMID
10.2217/fon-2020-0823	methodology	6	NA	Anchored comparison?	No	33052055
10.2217/fon-2020-0823	methodology	6	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)	33052055
10.2217/fon-2020-0823	methodology	6	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them	33052055
10.2217/fon-2020-0823	methodology	6	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	overall survival	33052055
10.2217/fon-2020-0823	methodology	6	NA	Primary outcome: variable type	Time-to-event	33052055
10.2217/fon-2020-0823	methodology	6	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)	33052055
10.2217/fon-2020-0823	methodology	6	NA	Inclusion of prognostic factors in the adjustment/matching model	Yes	33052055
10.2217/fon-2020-0823	methodology	6	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables	33052055
10.2217/fon-2020-0823	methodology	6	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No	33052055
10.2217/fon-2020-0823	methodology	6	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	33052055
10.2217/fon-2020-0823	methodology	7	NA	Treatment name 1	cemiplimab	33052055
10.2217/fon-2020-0823	methodology	7	NA	Study 'number(s)' for treatment 1	1	33052055
10.2217/fon-2020-0823	methodology	7	NA	Treatment name 2	cetuximab	33052055
10.2217/fon-2020-0823	methodology	7	NA	Study 'number(s)' for treatment 2	5	33052055
10.2217/fon-2020-0823	methodology	7	NA	Type of population-adjusted indirect comparisons performed	MAIC	33052055
10.2217/fon-2020-0823	methodology	7	NA	Anchored comparison?	No	33052055
10.2217/fon-2020-0823	methodology	7	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)	33052055
10.2217/fon-2020-0823	methodology	7	NA	Definition of a single primary outcome for the indirect comparison	NA	33052055
10.2217/fon-2020-0823	methodology	7	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	overall survival	33052055
10.2217/fon-2020-0823	methodology	7	NA	Primary outcome: variable type	Time-to-event	33052055
10.2217/fon-2020-0823	methodology	7	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)	33052055
10.2217/fon-2020-0823	methodology	7	NA	Inclusion of prognostic factors in the adjustment/matching model	Yes	33052055
10.2217/fon-2020-0823	methodology	7	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables	33052055
10.2217/fon-2020-0823	methodology	7	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No	33052055
10.2217/fon-2020-0823	methodology	7	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	33052055
10.2217/fon-2020-0823	methodology	8	NA	Treatment name 1	cemiplimab	33052055
10.2217/fon-2020-0823	methodology	8	NA	Study 'number(s)' for treatment 1	1	33052055
10.2217/fon-2020-0823	methodology	8	NA	Treatment name 2	cetuximab	33052055
10.2217/fon-2020-0823	methodology	8	NA	Study 'number(s)' for treatment 2	5	33052055
10.2217/fon-2020-0823	methodology	8	NA	Type of population-adjusted indirect comparisons performed	STC	33052055
10.2217/fon-2020-0823	methodology	8	NA	Anchored comparison?	No	33052055
10.2217/fon-2020-0823	methodology	8	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)	33052055
10.2217/fon-2020-0823	methodology	8	NA	Definition of a single primary outcome for the indirect comparison	NA	33052055
10.2217/fon-2020-0823	methodology	8	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	overall survival	33052055
10.2217/fon-2020-0823	methodology	8	NA	Primary outcome: variable type	Time-to-event	33052055
10.2217/fon-2020-0823	methodology	8	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)	33052055
10.2217/fon-2020-0823	methodology	8	NA	Inclusion of prognostic factors in the adjustment/matching model	Yes	33052055
10.2217/fon-2020-0823	methodology	8	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables	33052055
10.2217/fon-2020-0823	methodology	8	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No	33052055
10.2217/fon-2020-0823	methodology	8	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	33052055
10.2217/fon-2020-0823	methodology	9	NA	Treatment name 1	cemiplimab	33052055
10.2217/fon-2020-0823	methodology	9	NA	Study 'number(s)' for treatment 1	1	33052055
10.2217/fon-2020-0823	methodology	9	NA	Treatment name 2	gefitinib	33052055
10.2217/fon-2020-0823	methodology	9	NA	Study 'number(s)' for treatment 2	6	33052055
10.2217/fon-2020-0823	methodology	9	NA	Type of population-adjusted indirect comparisons performed	MAIC	33052055
10.2217/fon-2020-0823	methodology	9	NA	Anchored comparison?	No	33052055
10.2217/fon-2020-0823	methodology	9	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)	33052055
10.2217/fon-2020-0823	methodology	9	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them	33052055
10.2217/fon-2020-0823	methodology	9	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	overall survival	33052055
10.2217/fon-2020-0823	methodology	9	NA	Primary outcome: variable type	Time-to-event	33052055
10.2217/fon-2020-0823	methodology	9	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)	33052055
10.2217/fon-2020-0823	methodology	9	NA	Inclusion of prognostic factors in the adjustment/matching model	Yes	33052055
10.2217/fon-2020-0823	methodology	9	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables	33052055
10.2217/fon-2020-0823	methodology	9	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No	33052055
10.2217/fon-2020-0823	methodology	9	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	33052055
10.2217/fon-2020-0823	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	39	33052055
10.2217/fon-2020-0823	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	NA	33052055
10.2217/fon-2020-0823	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	1	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	1	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	1	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	1	NA	Primary outcome: unadjusted treatment effect	0.28	33052055
10.2217/fon-2020-0823	results	1	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.16;0.50]	33052055
10.2217/fon-2020-0823	results	1	NA	Primary outcome: adjusted treatment effect	0.41	33052055
10.2217/fon-2020-0823	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.24;0.70]	33052055
10.2217/fon-2020-0823	results	1	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	results	10	NA	Sample size of the population of interest in the non IPD treatment arm	40	33052055
10.2217/fon-2020-0823	results	10	NA	Initial sample size of the population of interest in the IPD treatment arm	193	33052055
10.2217/fon-2020-0823	results	10	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	193	33052055
10.2217/fon-2020-0823	results	10	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	10	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	10	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	10	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	10	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	10	NA	Primary outcome: unadjusted treatment effect	0.27	33052055
10.2217/fon-2020-0823	results	10	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.16;0.44]	33052055
10.2217/fon-2020-0823	results	10	NA	Primary outcome: adjusted treatment effect	0.29	33052055
10.2217/fon-2020-0823	results	10	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.18;0.45]	33052055
10.2217/fon-2020-0823	results	11	NA	Sample size of the population of interest in the non IPD treatment arm	42	33052055
10.2217/fon-2020-0823	results	11	NA	Reporting of a weights' distribution evaluation (MAIC)	NA	33052055
10.2217/fon-2020-0823	results	11	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	11	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	11	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	11	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	11	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	11	NA	Primary outcome: unadjusted treatment effect	0.2	33052055
10.2217/fon-2020-0823	results	11	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.13;0.33]	33052055
10.2217/fon-2020-0823	results	11	NA	Primary outcome: adjusted treatment effect	0.17	33052055
10.2217/fon-2020-0823	results	11	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	NA	33052055
10.2217/fon-2020-0823	results	11	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	results	12	NA	Sample size of the population of interest in the non IPD treatment arm	42	33052055
10.2217/fon-2020-0823	results	12	NA	Initial sample size of the population of interest in the IPD treatment arm	193	33052055
10.2217/fon-2020-0823	results	12	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	193	33052055
10.2217/fon-2020-0823	results	12	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	12	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	12	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	12	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	12	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	12	NA	Primary outcome: unadjusted treatment effect	0.2	33052055
10.2217/fon-2020-0823	results	12	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.13;0.33]	33052055
10.2217/fon-2020-0823	results	12	NA	Primary outcome: adjusted treatment effect	0.07	33052055
10.2217/fon-2020-0823	results	12	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.04;0.13]	33052055
10.2217/fon-2020-0823	results	13	NA	Sample size of the population of interest in the non IPD treatment arm	16	33052055
10.2217/fon-2020-0823	results	13	NA	Reporting of a weights' distribution evaluation (MAIC)	NA	33052055
10.2217/fon-2020-0823	results	13	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	13	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	13	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	13	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	13	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	13	NA	Primary outcome: unadjusted treatment effect	0.27	33052055
10.2217/fon-2020-0823	results	13	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.13;0.54]	33052055
10.2217/fon-2020-0823	results	13	NA	Primary outcome: adjusted treatment effect	0.52	33052055
10.2217/fon-2020-0823	results	13	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.26;1.01]	33052055
10.2217/fon-2020-0823	results	13	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	results	14	NA	Sample size of the population of interest in the non IPD treatment arm	16	33052055
10.2217/fon-2020-0823	results	14	NA	Initial sample size of the population of interest in the IPD treatment arm	193	33052055
10.2217/fon-2020-0823	results	14	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	193	33052055
10.2217/fon-2020-0823	results	14	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	14	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	14	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	14	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	14	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	14	NA	Primary outcome: unadjusted treatment effect	0.27	33052055
10.2217/fon-2020-0823	results	14	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.13;0.54]	33052055
10.2217/fon-2020-0823	results	14	NA	Primary outcome: adjusted treatment effect	0.36	33052055
10.2217/fon-2020-0823	results	14	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.18;0.70]	33052055
10.2217/fon-2020-0823	results	15	NA	Sample size of the population of interest in the non IPD treatment arm	39	33052055
10.2217/fon-2020-0823	results	15	NA	Reporting of a weights' distribution evaluation (MAIC)	NA	33052055
10.2217/fon-2020-0823	results	15	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	15	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	15	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	15	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	15	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	15	NA	Primary outcome: unadjusted treatment effect	0.41	33052055
10.2217/fon-2020-0823	results	15	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.20;0.87]	33052055
10.2217/fon-2020-0823	results	15	NA	Primary outcome: adjusted treatment effect	0.39	33052055
10.2217/fon-2020-0823	results	15	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.17;0.86]	33052055
10.2217/fon-2020-0823	results	15	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	results	16	NA	Sample size of the population of interest in the non IPD treatment arm	39	33052055
10.2217/fon-2020-0823	results	16	NA	Initial sample size of the population of interest in the IPD treatment arm	193	33052055
10.2217/fon-2020-0823	results	16	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	193	33052055
10.2217/fon-2020-0823	results	16	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	16	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	16	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	16	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	16	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	16	NA	Primary outcome: unadjusted treatment effect	0.41	33052055
10.2217/fon-2020-0823	results	16	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.20;0.87]	33052055
10.2217/fon-2020-0823	results	16	NA	Primary outcome: adjusted treatment effect	0.21	33052055
10.2217/fon-2020-0823	results	16	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.09;0.48]	33052055
10.2217/fon-2020-0823	results	17	NA	Sample size of the population of interest in the non IPD treatment arm	105	33052055
10.2217/fon-2020-0823	results	17	NA	Reporting of a weights' distribution evaluation (MAIC)	NA	33052055
10.2217/fon-2020-0823	results	17	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	17	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	17	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	17	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	17	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	17	NA	Primary outcome: unadjusted treatment effect	0.4	33052055
10.2217/fon-2020-0823	results	17	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.25;0.63]	33052055
10.2217/fon-2020-0823	results	17	NA	Primary outcome: adjusted treatment effect	0.52	33052055
10.2217/fon-2020-0823	results	17	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.34;0.80]	33052055
10.2217/fon-2020-0823	results	17	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	results	18	NA	Sample size of the population of interest in the non IPD treatment arm	105	33052055
10.2217/fon-2020-0823	results	18	NA	Initial sample size of the population of interest in the IPD treatment arm	193	33052055
10.2217/fon-2020-0823	results	18	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	193	33052055
10.2217/fon-2020-0823	results	18	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	18	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	18	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	18	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	18	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	18	NA	Primary outcome: unadjusted treatment effect	0.4	33052055
10.2217/fon-2020-0823	results	18	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.25;0.63]	33052055
10.2217/fon-2020-0823	results	18	NA	Primary outcome: adjusted treatment effect	0.26	33052055
10.2217/fon-2020-0823	results	18	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.16;0.42]	33052055
10.2217/fon-2020-0823	results	19	NA	Sample size of the population of interest in the non IPD treatment arm	58	33052055
10.2217/fon-2020-0823	results	19	NA	Reporting of a weights' distribution evaluation (MAIC)	NA	33052055
10.2217/fon-2020-0823	results	19	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	19	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	19	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	19	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	19	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	19	NA	Primary outcome: unadjusted treatment effect	0.34	33052055
10.2217/fon-2020-0823	results	19	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	NA	33052055
10.2217/fon-2020-0823	results	19	NA	Primary outcome: adjusted treatment effect	0.29	33052055
10.2217/fon-2020-0823	results	19	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.16;0.54]	33052055
10.2217/fon-2020-0823	results	19	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	results	2	NA	Sample size of the population of interest in the non IPD treatment arm	39	33052055
10.2217/fon-2020-0823	results	2	NA	Initial sample size of the population of interest in the IPD treatment arm	193	33052055
10.2217/fon-2020-0823	results	2	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	193	33052055
10.2217/fon-2020-0823	results	2	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	2	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	2	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	2	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	2	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	2	NA	Primary outcome: unadjusted treatment effect	0.28	33052055
10.2217/fon-2020-0823	results	2	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.16;0.50]	33052055
10.2217/fon-2020-0823	results	2	NA	Primary outcome: adjusted treatment effect	0.23	33052055
10.2217/fon-2020-0823	results	2	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.14;0.39]	33052055
10.2217/fon-2020-0823	results	20	NA	Sample size of the population of interest in the non IPD treatment arm	58	33052055
10.2217/fon-2020-0823	results	20	NA	Initial sample size of the population of interest in the IPD treatment arm	193	33052055
10.2217/fon-2020-0823	results	20	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	193	33052055
10.2217/fon-2020-0823	results	20	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	20	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	20	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	20	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	20	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	20	NA	Primary outcome: unadjusted treatment effect	0.34	33052055
10.2217/fon-2020-0823	results	20	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	NA	33052055
10.2217/fon-2020-0823	results	20	NA	Primary outcome: adjusted treatment effect	0.19	33052055
10.2217/fon-2020-0823	results	20	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.11;0.31]	33052055
10.2217/fon-2020-0823	results	3	NA	Sample size of the population of interest in the non IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	results	3	NA	Reporting of a weights' distribution evaluation (MAIC)	NA	33052055
10.2217/fon-2020-0823	results	3	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	3	NA	Number of covariates adjusted for/matched on	4	33052055
10.2217/fon-2020-0823	results	3	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)	33052055
10.2217/fon-2020-0823	results	3	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	3	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	3	NA	Primary outcome: unadjusted treatment effect	0.3	33052055
10.2217/fon-2020-0823	results	3	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.16;0.58]	33052055
10.2217/fon-2020-0823	results	3	NA	Primary outcome: adjusted treatment effect	0.19	33052055
10.2217/fon-2020-0823	results	3	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	NA	33052055
10.2217/fon-2020-0823	results	3	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	results	4	NA	Sample size of the population of interest in the non IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	results	4	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	results	4	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	NA	33052055
10.2217/fon-2020-0823	results	4	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	4	NA	Number of covariates adjusted for/matched on	4	33052055
10.2217/fon-2020-0823	results	4	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)	33052055
10.2217/fon-2020-0823	results	4	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	4	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	4	NA	Primary outcome: unadjusted treatment effect	0.3	33052055
10.2217/fon-2020-0823	results	4	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.16;0.58]	33052055
10.2217/fon-2020-0823	results	4	NA	Primary outcome: adjusted treatment effect	0.17	33052055
10.2217/fon-2020-0823	results	4	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.09;0.33]	33052055
10.2217/fon-2020-0823	results	5	NA	Sample size of the population of interest in the non IPD treatment arm	36	33052055
10.2217/fon-2020-0823	results	5	NA	Reporting of a weights' distribution evaluation (MAIC)	NA	33052055
10.2217/fon-2020-0823	results	5	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	5	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	5	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	5	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	5	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	5	NA	Primary outcome: unadjusted treatment effect	0.25	33052055
