Edit URL,Timestamp,itc_number,DOI of the article,Initials of the reviewer filling the form ,Medical Condition of Interest Name,Countries of first author affiliations,Countries of last author affiliations,"Positions of study investigators (for any authors of the article, any that applies)","At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company",Mentioned sources of funding,"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article",Mention of a systematic review to find the studies to compare treatments of interest,study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),Treatment name 1,Study 'number(s)' for treatment 1,Treatment name 2 ,Study 'number(s)' for treatment 2,Type of population-adjusted indirect comparisons performed,Anchored comparison?,Form of the indirect comparison,Definition of a single primary outcome for the indirect comparison,Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined),Primary outcome: variable type,Justification for selecting variables to be included in the adjustment model (in the main text),Inclusion of prognostic factors in the adjustment/matching model,Inclusion of treatment-effect modifiers in the adjustment/matching model,"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)",Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale),Sample size of the population of interest in the non IPD treatment arm ,"If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm",Initial sample size of the population of interest in the IPD treatment arm,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC","If anchored comparison, initial sample size of the population of interest in the IPD anchor arm","If anchored comparison, effective sample size after reweighting for MAIC; or sample size used in the regression model for STC in the IPD anchor arm",Reporting of a weights' distribution evaluation (MAIC),Reporting of the list of the covariates adjusted for/matched on,Number of covariates adjusted for/matched on,Covariates adjusted for/matched on in the indirect comparison,Primary outcome: treatment effect contrast,Direction of the treatment effect contrast: IPD treatment is:,Primary outcome: unadjusted treatment effect,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",Primary outcome: adjusted treatment effect,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",Notes,Original Timestamp
,09/09/2022 13:25:41,1,10.2217/cer.15.69,ASL,hepatitis C virus genotype 1b,USA,USA,"Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01497834,,,Japan,3,1,2,Yes,Yes,NCT01718145,,,Japan,3,2 or more,3,No,Yes,NCT01975675,,,Japan,3,2 or more,,,,,,,,,,,,,,,,,,,daclatasvir + asunaprevir,1;2,sofosbuvir + ledipasvir,3,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)",Yes,Sustained virologic response at week 12 post-treatment ,Binary (eg rates),"Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,171,NA,252,NA,NA,NA,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Other(s)",Rate difference,"Numerator if ratio, or left side if difference",-0.048,0.004,-0.007,0.398,"supplementary materials not available
BMI  (others)
unadjusted and adjusted rate difference confidence interval seem off, not consistent with groups estimates, neither with pvalues
rate differences calculated manually",
,11/09/2022 12:33:34,1,10.1016/j.clinthera.2015.09.013,ASL,Metastatic Advanced Renal Cell carcinoma,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT00410124,,,International,3,2 or more,2,No,Yes,NCT00678392,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everolimus,1,axitinib,2,MAIC,No,Simple (ie treatments effects extracted from two studies),Yes,Progression-free survival,Time-to-event,Status of prognostic factor/treatment effect modified assessed in the IPD dataset,Yes,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,194,NA,43,NA,NA,NA,Not mentioned,Yes,3,"Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",,,NA,NA,NA,NA,Bayesian framework. No contrast effect reported,
,12/09/2022 10:49:52,1,10.1007/s12325-019-01173-4,BZ,Atrial Fibrillation,USA,Italy,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,No,,,Solimene et al. doi: 10.1007/s10840-018-0420-5,,,,2,No,No,,,Jourda et al.,,,,3,No,No,,,Giovanni et al. 10.1111/jce.12409 ,,,,4,No,No,,,Zhao et al. DOI: 10.1016/j.acvd.2017.01.015 ,,,,xx,Yes,No,,,Hussein et al.  DOI: 10.1111/jce.13281 ,,,,Radiofrequency (RF) ablation with Ablation Index ,1,Cryoballoon (CB) ablation,2;3;4,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)",Yes,Arrhythmia recurrence ,Time-to-event,A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),Yes,Yes,No,No,175,,132,125,,,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,1,Age,HR,"Numerator if ratio, or left side if difference",0.42,[0.21;0.86],0.41,[0.20;0.85],"Selection des covariates = Not statistical based

Effectif du groupe non IPD (études 2;3;4) = 175 ou 155 ? possible une erreur dans le tableau ou ils disent 155, car dans la courbe de kaplan meier ils mettent 175.",13/07/2022 15:47:34
,12/09/2022 10:53:16,xx,10.1007/s12325-019-01173-4,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiofrequency (RF) ablation with Ablation Index ,1;5,Cryoballoon (CB) ablation,2;3;4,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)",Yes,Arrhythmia recurrence,Time-to-event,A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),Yes,Yes,No,No,175,,175,147,,,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,2,"Age, Sex",HR,"Numerator if ratio, or left side if difference",0.56,[0.31;1.01],0.61,[0.32;1.15],"Covariates selection = Not statistical based, only clinical knowledge
Secondary analysis",13/07/2022 16:36:28
,12/09/2022 11:00:14,1,10.1111/cea.13561,BZ,Asthma,France,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT02075255,,,International,3,2 or more,2,No,Yes,NCT01691508,,,International,3,2 or more,3,No,Yes,NCT02528214,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,Benralizumab ,1,Mepolizumab,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",OCS (Oral corticosteroids) dosage reduction from baseline to week 24,"Continuous (count, mean, ...)","Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)",No,Yes,No,No,NA,NA,NA,NA,NA,NA,Not mentioned,Yes,5,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Comorbidities and medical history (beside pathology/disease of interest in the comparison)",Means difference,"Numerator if ratio, or left side if difference",20.1,0.1584,6.08,0.6737,BMI = Comorbidité,13/07/2022 15:05:02
,12/09/2022 11:02:51,2,10.1111/cea.13561,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benralizumab,1,Dupilumab,3,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",OCS (Oral corticosteroids) dosage reduction from baseline to week 24,"Continuous (count, mean, ...)","Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)",No,Yes,No,No,NA,NA,NA,NA,NA,NA,Not mentioned,Yes,5,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Comorbidities and medical history (beside pathology/disease of interest in the comparison)",Means difference,"Numerator if ratio, or left side if difference",8.1,0.46,-0.71,0.94,"BMI = Comorbidité

Effectif étude 1 (Bras comparé + bras placebo) = 148
ESS étude 1 (Bras comparé + bras placebo) = 36
Effectif étude 3 (Bras comparé + bras placebo) = 210",13/07/2022 15:42:36
,12/09/2022 11:22:57,1,10.2217/cer-2019-0169,BZ,Relapsing multiple sclerosis,USA,USA,"Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT02047734,,,International,3,2 or more,2,Yes,Yes,NCT02294058,,,International,3,2 or more,3,No,Yes,NCT00340834,,,International,3,2 or more,4,No,Yes,NCT00289978,,,International,3,2 or more,5,No,Yes,NCT00355134,,,International,3,2 or more,ozanimod,1;2,fingolimod,3;4;5,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Percentage of patients whose lowest hourly recorded heart rate was <45 bpm in the first 6 h after their first dose ( first-dose cardiac monitoring outcomes),Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,Yes,No,1212,,1773,597,,,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Comorbidities and medical history (beside pathology/disease of interest in the comparison)",Risk difference,"Numerator if ratio, or left side if difference",,,-1.4,<0.001,First-dose cardiac monitoring outcomes.,12/07/2022 12:30:29
,12/09/2022 11:27:33,2,10.2217/cer-2019-0169,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozanimod,1;2,Fingolimod,3,MAIC,Yes,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Risk of any Adverse events at year 1 (1-year outcomes),Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,Yes,No,429,431,882,276,885,317,Not mentioned,Yes,9,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Other(s)",Risk difference,"Numerator if ratio, or left side if difference",,,-9.9,<0.05,"Adjusted analyses of 1-year outcomes
Lymphocyte count at baseline = Other covariates",12/07/2022 15:24:48
,12/09/2022 11:29:51,3,10.2217/cer-2019-0169,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ozanimod,1,fingolimod,4;5,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Risk of any Adverse effect at 2 years,Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,Yes,No,783,,434,158,,,Not mentioned,Yes,8,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",Risk difference,"Numerator if ratio, or left side if difference",,,-22.7,<0.001,Adjusted analyses of 2-year outcomes,12/07/2022 15:39:10
,12/09/2022 11:41:18,1,10.1080/13696998.2020.1722139,BZ,Plaque psoriasis:,USA,USA,"Academic, Pharmaceutical Industry / Medical device company",Not mentioned,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01928394,,,USA,3,2 or more,2,Yes,Yes,NCT02132936,,,France,3,2 or more,3,Yes,Yes,NCT01536886,,,USA,2,2 or more,4,No,Yes,NCT02462070,,,USA,3,2 or more,5,No,Yes,NCT02462122,,,USA,3,2 or more,calcipotriene 0.005%/betamethasone dipropionate 0.064% foam,1;2;3,halobetasol 0.01%/tazarotene 0.045% lotion,4;5,MAIC,Yes,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)",Yes,"Proportion of patients who achieved “clear” or “almost clear” skin (score of 0 or 1), with at least a 2-grade improvement in disease severity, as assessed by a 5-point PGA (or IGA) scale",Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)",No,Yes,No,No,276,142,649,NA,199,NA,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,4,"Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity",Rate difference,,,,20.70%,<0.001,Individual patient data (IPD) were re-weighted to match the average baseline characteristics of those from the HP/TAZ lotion clinical studies using the Newton-Raphson algorithm (NLPNRA subroutine within the PROC IML).,13/07/2022 12:19:41
,12/09/2022 11:59:53,1,10.1007/s12325-020-01298-x,BZ,wet age-related macular degeneration (wAMD),Japan,Germany,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT02305238,,,Japan,,2 or more,2,No,Yes,NCT00509795,,,International,3,2 or more,3,No,Yes,NCT00637377,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,intravitreally administered aflibercept (IVT-AFL) with 2 weeks adjustment ,1,"Intravitreally administered aflibercept (IVT-AFL) : One injection every 8 weeks in the first year followed by prorenata regimen in the second year, ",2;3,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Number of ETDRS (Early Treatment Diabetic Retinopathy Study) letters gained vs baseline after 2 years,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No,Yes,No,No,607,,124,NA,,,Not mentioned,Yes,3,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)",Median difference,"Denominator if ratio, or rightside if difference",,,-0.99,[-3.90;1.93],"NMA

The connection between the ALTAIR study and the network of evidence accounting for the differences in the baseline characteristics had to be established in order to allow for quantitative comparison between IVT-AFL T&E and RBZ T&E. 

The ESS following MAIC did not decrease below 50% of initial samples of IPD.


Etude 1 = phase 4",12/07/2022 17:28:29
,12/09/2022 13:30:05,xx,10.1136/rmdopen-2019-001131,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baricitinib,1,adalimumab,5,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Change in pain (VAS scale) from baseline to 6 months,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No,Yes,No,No,531,,369,339.1,,,Not mentioned,Yes,5,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)",Means difference,"Numerator if ratio, or left side if difference",-12.1,<=0.001,-12.2,<=0.001,Matching by Study,12/07/2022 17:08:30
,12/09/2022 13:30:55,1,10.1136/rmdopen-2019-001131,BZ,rheumatoid arthritis,France,USA,"Academic, Pharmaceutical Industry / Medical device company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01711359,,,International,3,2 or more,2,No,Yes,NCT00109408,,,International,3,2 or more,3,No,Yes,NCT01007435,,,International,3,2 or more,4,No,Yes,NCT01039688,,,International,3,2 or more,5,No,Yes,NCT00195663,,,International,3,2 or more,Baricitinib,1,Adalimumab,5,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Change in pain (VAS scale) from baseline to 6 months,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No,Yes,No,No,274,257,159,151.5,210,181.4,Not mentioned,Yes,5,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)",Means difference,"Numerator if ratio, or left side if difference",-12.1,<0.001,-12.3,<0.001,Matching by treatment arm,12/07/2022 15:43:52
,12/09/2022 13:34:19,2,10.1136/rmdopen-2019-001131,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baricitinib,1,tocilizumab,3,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Change in pain (VAS scale) from baseline to 6 months,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No,Yes,No,No,292,287,159,NA,210,NA,Not mentioned,Yes,5,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)",Means difference,"Numerator if ratio, or left side if difference",-8.7,<=0.05,-7.3,<=0.05,"Matching by treatment arm

Pas d'ESS pour methotrexate et Tocilizumab pour l'essai FUNCTION : ESS MTX+Tocilizumab = 333.1

Pas de comparaison de Baricitinib vs Tocilizumab (essai AMBITION) dans l'analyse principale",12/07/2022 16:49:02
,12/09/2022 13:36:25,xx,10.1136/rmdopen-2019-001131,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baricitinib,1,tocilizumab,3,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Change in pain (VAS scale) from baseline to 6 months,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No,Yes,No,No,579,,369,340.3,,,Not mentioned,Yes,5,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)",Means difference,"Numerator if ratio, or left side if difference",-8.7,<=0.05,-7.2,<=0.05,Matching by study,12/07/2022 17:20:25
,12/09/2022 13:38:47,3,10.1136/rmdopen-2019-001131,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baricitinib ,1,tofacitinib ,4,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Change in pain (VAS scale) from baseline to 6 months,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No,Yes,No,No,373,186,159,146.5,210,177.8,Not mentioned,Yes,5,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)",Means difference,"Numerator if ratio, or left side if difference",-7.1,<=0.05,-5.4,,Matching by treatment arm,12/07/2022 17:00:46
,12/09/2022 13:40:17,xx,10.1136/rmdopen-2019-001131,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baricitinib,1,tofacitinib,4,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Change in pain (VAS scale) from baseline to 6 months,"Categorical (more than 2 categories, ordered or not; eg scales)","Nothing mentioned, not reported",No,Yes,No,No,559,,369,329.7,,,Not mentioned,Yes,5,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)",Means difference,"Numerator if ratio, or left side if difference",-7.1,<=0.05,-5.4,,Matching by study,12/07/2022 17:26:11
,12/09/2022 14:03:23,1,10.1007/s12325-020-01378-y,BZ,Advanced Hepatocellular Carcinoma,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01908426,,,International,3,2 or more,2,No,Yes,NCT01774344,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,, cabozantinib,1,regorafenib,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall survival,Time-to-event,"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)",No,Yes,No,No,379,,470,187,,,Not mentioned,Yes,10,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Other(s)","Pas de calcul du HR, seulement test du log-rank",,,,,0.3474,"Efficacity analysis /
Pas de calcul du HR.
OS median Cabozatinib (months) :
- Population initiale : 10.46 (IC95 = 9.46;11.58)
- MAIC : 11.40 (IC95 = 10.01;12.96)
OS median Regorafenib = 10.6 (ICç( = 9.1;12.1]
Median difference = 0.8 months",11/07/2022 18:22:52
,12/09/2022 14:05:29,2,10.1007/s12325-020-01378-y,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabozantinib,1,Regorafenib,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Frequency of grade 3 or 4 TEAEs (treatment-emergent adverse events) : fatigue,Binary (eg rates),"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)",No,Yes,No,No,379,194,470,187,237,81,Not mentioned,Yes,10,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Other(s)",Log-OR,"Numerator if ratio, or left side if difference",0.07,0.9404,0.09,0.9313,2nd MAIC is anchored.,12/07/2022 12:19:27
,12/09/2022 14:39:13,1,10.1016/j.bbmt.2020.06.008,BZ,Relapsed/Refractory Large B Cell Lymphoma,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT02348216,,,International,"1, 2",1,2,No,Yes,NCT02445248,,,International,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Axicabtagene Ciloleucel,1,Tisagenlecleucel,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Objective response rate,Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),Yes,Yes,No,No,115,,NA,39.59,,,Not mentioned,Yes,7,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",RR,"Numerator if ratio, or left side if difference",1.42,[1.15;1.75],1.61,[1.29;2.01],unadjusted treatment effect : from Supplementary materials,11/07/2022 15:32:19
,12/09/2022 14:40:08,2,10.1016/j.bbmt.2020.06.008,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Axicabtagene Ciloleucel,1,Tisagenlecleucel,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",rate of grades 1-2 CRS (cytokine release syndrome),Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),Yes,Yes,No,No,111,,108,47.65,,,Not mentioned,Yes,7,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",RR,"Numerator if ratio, or left side if difference",2.06,[1.61;2.63],2.03,[1.55;2.65],"Safety population.
During the study design phase (a priori), the authors convened to discuss all the potential prognostic characteristics and effect modifiers to be adjusted for in the MAIC. (Idem pour l'analyse d'efficacité).",11/07/2022 17:30:31
