doi	section	n_itc	study_number	questions	answer	ttt_parsed	others	car_t_cells	atc_code	concept_class_id	concept_name	concept_code_ancestor_ATC 1st	concept_code_ancestor_ATC 2nd	concept_code_ancestor_ATC 3rd	concept_code_ancestor_ATC 4th	concept_name_ancestor_ATC 1st	concept_name_ancestor_ATC 2nd	concept_name_ancestor_ATC 3rd	concept_name_ancestor_ATC 4th
10.2217/cer-2020-0280	methodology	1	NA	treatment_name_ipd	glasdegib + low-dose cytarabine	low-dose cytarabine	NA	FALSE	L01BC01	ATC 5th	cytarabine; systemic	L	L01	L01B	L01BC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Pyrimidine analogues
10.2217/cer-2020-0280	methodology	1	NA	treatment_name_nonipd	venetoclax + low-dose cytarabine	venetoclax	NA	FALSE	L01XX52	ATC 5th	venetoclax; oral	L	L01	L01X	L01XX	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
10.2217/cer-2020-0280	methodology	1	NA	treatment_name_nonipd	venetoclax + low-dose cytarabine	low-dose cytarabine	NA	FALSE	L01BC01	ATC 5th	cytarabine; systemic	L	L01	L01B	L01BC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Pyrimidine analogues
10.2217/cer-2021-0178	methodology	1	NA	treatment_name_ipd	apomorphine sublingual film	apomorphine sublingual film	NA	FALSE	G04BE07	ATC 5th	apomorphine; sublingual	G	G04	G04B	G04BE	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	UROLOGICALS	Drugs used in erectile dysfunction
10.2217/cer-2021-0178	methodology	1	NA	treatment_name_nonipd	levodopa inhalation powder	levodopa inhalation powder	NA	FALSE	N04BA01	ATC 5th	levodopa; oral	N	N04	N04B	N04BA	NERVOUS SYSTEM	ANTI-PARKINSON DRUGS	DOPAMINERGIC AGENTS	Dopa and dopa derivatives
10.2217/cer-2021-0216	methodology	1	NA	treatment_name_ipd	risdiplam	risdiplam	NA	FALSE	M09AX10	ATC 5th	risdiplam; oral	M	M09	M09A	M09AX	MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	Other drugs for disorders of the musculo-skeletal system
10.2217/cer-2021-0216	methodology	1	NA	treatment_name_nonipd	nusinersen	nusinersen	NA	FALSE	M09AX07	ATC 5th	nusinersen; systemic	M	M09	M09A	M09AX	MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	Other drugs for disorders of the musculo-skeletal system
10.2217/cer-2021-0216	methodology	2	NA	treatment_name_ipd	risdiplam	risdiplam	NA	FALSE	M09AX10	ATC 5th	risdiplam; oral	M	M09	M09A	M09AX	MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	Other drugs for disorders of the musculo-skeletal system
10.2217/cer-2021-0216	methodology	2	NA	treatment_name_nonipd	onasemnogene abeparvovec	onasemnogene abeparvovec	NA	FALSE	M09AX09	ATC 5th	onasemnogene abeparvovec; parenteral	M	M09	M09A	M09AX	MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	Other drugs for disorders of the musculo-skeletal system
10.2217/cer-2021-0216	methodology	3	NA	treatment_name_ipd	risdiplam	risdiplam	NA	FALSE	M09AX10	ATC 5th	risdiplam; oral	M	M09	M09A	M09AX	MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	Other drugs for disorders of the musculo-skeletal system
10.2217/cer-2021-0216	methodology	3	NA	treatment_name_nonipd	nusinersen	nusinersen	NA	FALSE	M09AX07	ATC 5th	nusinersen; systemic	M	M09	M09A	M09AX	MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	Other drugs for disorders of the musculo-skeletal system
10.2217/cer-2021-0221	methodology	1	NA	treatment_name_ipd	palbociclib + fulvestrant	palbociclib	NA	FALSE	L01EF01	ATC 5th	palbociclib; oral	L	L01	L01E	L01EF	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Cyclin-dependent kinase (CDK) inhibitors
10.2217/cer-2021-0221	methodology	1	NA	treatment_name_ipd	palbociclib + fulvestrant	fulvestrant	NA	FALSE	L02BA03	ATC 5th	fulvestrant; parenteral	L	L02	L02B	L02BA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ENDOCRINE THERAPY	HORMONE ANTAGONISTS AND RELATED AGENTS	Anti-estrogens
10.2217/cer-2021-0221	methodology	1	NA	treatment_name_nonipd	abemaciclib + fulvestrant	abemaciclib	NA	FALSE	L01EF03	ATC 5th	abemaciclib; oral	L	L01	L01E	L01EF	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Cyclin-dependent kinase (CDK) inhibitors
10.2217/cer-2021-0221	methodology	1	NA	treatment_name_nonipd	abemaciclib + fulvestrant	fulvestrant	NA	FALSE	L02BA03	ATC 5th	fulvestrant; parenteral	L	L02	L02B	L02BA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ENDOCRINE THERAPY	HORMONE ANTAGONISTS AND RELATED AGENTS	Anti-estrogens
10.2217/cer.15.33	methodology	1	NA	treatment_name_ipd	daclatasvir + asunaprevir	daclatasvir	NA	FALSE	J05AP07	ATC 5th	daclatasvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	1	NA	treatment_name_ipd	daclatasvir + asunaprevir	asunaprevir	NA	FALSE	J05AP06	ATC 5th	asunaprevir; systemic	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	1	NA	treatment_name_nonipd	telaprevir + peginterferon-α + ribavirin	telaprevir	NA	FALSE	J05AP02	ATC 5th	telaprevir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	1	NA	treatment_name_nonipd	telaprevir + peginterferon-α + ribavirin	peginterferon-α	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.2217/cer.15.33	methodology	1	NA	treatment_name_nonipd	telaprevir + peginterferon-α + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	2	NA	treatment_name_ipd	daclatasvir + asunaprevir	daclatasvir	NA	FALSE	J05AP07	ATC 5th	daclatasvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	2	NA	treatment_name_ipd	daclatasvir + asunaprevir	asunaprevir	NA	FALSE	J05AP06	ATC 5th	asunaprevir; systemic	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	2	NA	treatment_name_nonipd	boceprevir + peginterferon-α + ribavirin	boceprevir	NA	FALSE	J05AP03	ATC 5th	boceprevir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	2	NA	treatment_name_nonipd	boceprevir + peginterferon-α + ribavirin	peginterferon-α	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.2217/cer.15.33	methodology	2	NA	treatment_name_nonipd	boceprevir + peginterferon-α + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	3	NA	treatment_name_ipd	daclatasvir + asunaprevir	daclatasvir	NA	FALSE	J05AP07	ATC 5th	daclatasvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	3	NA	treatment_name_ipd	daclatasvir + asunaprevir	asunaprevir	NA	FALSE	J05AP06	ATC 5th	asunaprevir; systemic	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	3	NA	treatment_name_nonipd	simeprevir + peginterferon-α + ribavirin	simeprevir	NA	FALSE	J05AP05	ATC 5th	simeprevir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	3	NA	treatment_name_nonipd	simeprevir + peginterferon-α + ribavirin	peginterferon-α	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.2217/cer.15.33	methodology	3	NA	treatment_name_nonipd	simeprevir + peginterferon-α + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	4	NA	treatment_name_ipd	daclatasvir + asunaprevir	daclatasvir	NA	FALSE	J05AP07	ATC 5th	daclatasvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	4	NA	treatment_name_ipd	daclatasvir + asunaprevir	asunaprevir	NA	FALSE	J05AP06	ATC 5th	asunaprevir; systemic	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	4	NA	treatment_name_nonipd	sofosbuvir + peginterferon-α + ribavirin	sofosbuvir	NA	FALSE	J05AP08	ATC 5th	sofosbuvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	4	NA	treatment_name_nonipd	sofosbuvir + peginterferon-α + ribavirin	peginterferon-α	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.2217/cer.15.33	methodology	4	NA	treatment_name_nonipd	sofosbuvir + peginterferon-α + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	5	NA	treatment_name_ipd	daclatasvir + asunaprevir	daclatasvir	NA	FALSE	J05AP07	ATC 5th	daclatasvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	5	NA	treatment_name_ipd	daclatasvir + asunaprevir	asunaprevir	NA	FALSE	J05AP06	ATC 5th	asunaprevir; systemic	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	5	NA	treatment_name_nonipd	peginterferon-α + ribavirin	peginterferon-α	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.2217/cer.15.33	methodology	5	NA	treatment_name_nonipd	peginterferon-α + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	6	NA	treatment_name_ipd	daclatasvir + asunaprevir	daclatasvir	NA	FALSE	J05AP07	ATC 5th	daclatasvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	6	NA	treatment_name_ipd	daclatasvir + asunaprevir	asunaprevir	NA	FALSE	J05AP06	ATC 5th	asunaprevir; systemic	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	6	NA	treatment_name_nonipd	telaprevir + peginterferon-α + ribavirin	telaprevir	NA	FALSE	J05AP02	ATC 5th	telaprevir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	6	NA	treatment_name_nonipd	telaprevir + peginterferon-α + ribavirin	peginterferon-α	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.2217/cer.15.33	methodology	6	NA	treatment_name_nonipd	telaprevir + peginterferon-α + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	7	NA	treatment_name_ipd	daclatasvir + asunaprevir	daclatasvir	NA	FALSE	J05AP07	ATC 5th	daclatasvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	7	NA	treatment_name_ipd	daclatasvir + asunaprevir	asunaprevir	NA	FALSE	J05AP06	ATC 5th	asunaprevir; systemic	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	7	NA	treatment_name_nonipd	boceprevir + peginterferon-α + ribavirin	boceprevir	NA	FALSE	J05AP03	ATC 5th	boceprevir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	7	NA	treatment_name_nonipd	boceprevir + peginterferon-α + ribavirin	peginterferon-α	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.2217/cer.15.33	methodology	7	NA	treatment_name_nonipd	boceprevir + peginterferon-α + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	8	NA	treatment_name_ipd	daclatasvir + asunaprevir	daclatasvir	NA	FALSE	J05AP07	ATC 5th	daclatasvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	8	NA	treatment_name_ipd	daclatasvir + asunaprevir	asunaprevir	NA	FALSE	J05AP06	ATC 5th	asunaprevir; systemic	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	8	NA	treatment_name_nonipd	simeprevir + peginterferon-α + ribavirin	simeprevir	NA	FALSE	J05AP05	ATC 5th	simeprevir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	8	NA	treatment_name_nonipd	simeprevir + peginterferon-α + ribavirin	peginterferon-α	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.2217/cer.15.33	methodology	8	NA	treatment_name_nonipd	simeprevir + peginterferon-α + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	9	NA	treatment_name_ipd	daclatasvir + asunaprevir	daclatasvir	NA	FALSE	J05AP07	ATC 5th	daclatasvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	9	NA	treatment_name_ipd	daclatasvir + asunaprevir	asunaprevir	NA	FALSE	J05AP06	ATC 5th	asunaprevir; systemic	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.33	methodology	9	NA	treatment_name_nonipd	peginterferon-α + ribavirin	peginterferon-α	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.2217/cer.15.33	methodology	9	NA	treatment_name_nonipd	peginterferon-α + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.49	methodology	1	NA	treatment_name_ipd	daclatasvir + sofosbuvir	daclatasvir	NA	FALSE	J05AP07	ATC 5th	daclatasvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.49	methodology	1	NA	treatment_name_ipd	daclatasvir + sofosbuvir	sofosbuvir	NA	FALSE	J05AP08	ATC 5th	sofosbuvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.49	methodology	1	NA	treatment_name_nonipd	sofosbuvir + ribavirin	sofosbuvir	NA	FALSE	J05AP08	ATC 5th	sofosbuvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.49	methodology	1	NA	treatment_name_nonipd	sofosbuvir + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.49	methodology	2	NA	treatment_name_ipd	daclatasvir + sofosbuvir	daclatasvir	NA	FALSE	J05AP07	ATC 5th	daclatasvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.49	methodology	2	NA	treatment_name_ipd	daclatasvir + sofosbuvir	sofosbuvir	NA	FALSE	J05AP08	ATC 5th	sofosbuvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.49	methodology	2	NA	treatment_name_nonipd	peginterferon-alfa + ribavirin	peginterferon-alfa	NA	FALSE	L03AB11	ATC 5th	peginterferon alfa-2a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.2217/cer.15.49	methodology	2	NA	treatment_name_nonipd	peginterferon-alfa + ribavirin	ribavirin	NA	FALSE	J05AP01	ATC 5th	ribavirin; inhalant, oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.69	methodology	1	NA	treatment_name_ipd	daclatasvir + asunaprevir	daclatasvir	NA	FALSE	J05AP07	ATC 5th	daclatasvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.69	methodology	1	NA	treatment_name_ipd	daclatasvir + asunaprevir	asunaprevir	NA	FALSE	J05AP06	ATC 5th	asunaprevir; systemic	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.69	methodology	1	NA	treatment_name_nonipd	sofosbuvir + ledipasvir	sofosbuvir	NA	FALSE	J05AP08	ATC 5th	sofosbuvir; oral	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/cer.15.69	methodology	1	NA	treatment_name_nonipd	sofosbuvir + ledipasvir	ledipasvir	NA	FALSE	J05AP51	ATC 5th	sofosbuvir and ledipasvir; systemic	J	J05	J05A	J05AP	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
10.2217/fon-2020-0823	methodology	1	NA	treatment_name_ipd	cemiplimab	cemiplimab	NA	FALSE	L01XC33	ATC 5th	cemiplimab; parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.2217/fon-2020-0823	methodology	1	NA	treatment_name_nonipd	erlotinib	erlotinib	NA	FALSE	L01EB02	ATC 5th	erlotinib; oral (epidermal growth factor receptor (egfr) tyrosine kinase inhibitors)	L	L01	L01E	L01EB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
10.2217/fon-2020-0823	methodology	10	NA	treatment_name_ipd	cemiplimab	cemiplimab	NA	FALSE	L01XC33	ATC 5th	cemiplimab; parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.2217/fon-2020-0823	methodology	10	NA	treatment_name_nonipd	gefitinib	gefitinib	NA	FALSE	L01EB01	ATC 5th	gefitinib; oral (epidermal growth factor receptor (egfr) tyrosine kinase inhibitors)	L	L01	L01E	L01EB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
